0,1,2,3,4,5,6,7,8,9
43.28386327004794, 43.75941305286224, 112.81406406031631, 25.233645796911173, 35.17855488525948, 0.9661835473482402, 30.855018159030234, 0.0, 0.0, 1.0
28.35806836497603, 47.5188117647565, 90.45225847688867, 33.33333395228084, 52.14290385338499, 7.7294683787859215, 22.304832137156083, 0.0, 0.0, 1.0
22.08098716848429, 42.10526844140926, 89.19597827395732, 38.940808939196366, 56.78565784382646, 6.280192967780705, 21.840150811706636, 0.0, 0.0, 1.0
28.577857785778576, 37.293242679294366, 92.71356883258163, 31.15264696567284, 50.0, 9.17874378979114, 25.92937040614957, 0.0, 0.0, 1.0
27.524438490360662, 38.1955046801749, 90.95477055806121, 29.595016056442145, 58.3928697936251, 8.856682907284583, 24.535313135085786, 0.0, 0.0, 1.0
21.114960333242628, 30.977451696034578, 90.70351451747494, 41.4330221076505, 56.42857532111542, 10.305957838381229, 24.535313135085786, 0.0, 50.98039124022075, 1.0
27.567873066376404, 38.64662851013118, 90.45225847688867, 26.47975052429573, 58.57134293546084, 9.339774231044418, 25.46468464912831, 0.0, 0.0, 1.0
28.138802252318253, 36.39098067841383, 90.70351451747494, 23.676011173995455, 61.249938692432195, 9.17874378979114, 26.1152393910719, 0.0, 0.0, 1.0
35.250559939714904, 49.77444525550585, 89.94974639571613, 33.64486013412698, 40.53574639920218, 9.01771334853786, 26.672864072126135, 0.0, 0.0, 1.0
28.094844368157744, 34.13534718766447, 90.45225847688867, 33.33333395228084, 56.78565784382646, 9.17874378979114, 27.602226723025034, 0.0, 21.568627737431015, 1.0
20.017583153664205, 29.924824645813942, 86.93467390868089, 39.56386130288864, 60.535637407970526, 10.789050121958205, 24.72119098315174, 0.0, 47.05882335754139, 1.0
28.44598413329705, 31.127831086342667, 91.95980071082282, 30.529594601980563, 57.14287660557708, 9.661836073368114, 29.08922291812179, 0.0, 0.0, 1.0
20.807778452263832, 32.33083752687139, 86.18090578692208, 34.579438679665394, 61.96423997689386, 11.111111004464762, 24.349444150163457, 0.0, 47.05882335754139, 1.0
27.78766248717895, 32.030078746255214, 89.44723431454359, 30.529594601980563, 60.714246788845834, 8.695652466031303, 27.416357738102704, 0.0, 33.33333430726545, 1.0
28.44598413329705, 28.27068003436096, 90.2010024363024, 31.775699329365118, 62.142849357769165, 9.339774231044418, 28.531598237067556, 0.0, 0.0, 1.0
28.35806836497603, 31.278210476650752, 88.94472223337105, 29.283489874596004, 61.249938692432195, 9.339774231044418, 27.50929666213568, 0.0, 0.0, 1.0
29.368053084378204, 29.323321425549583, 92.21105675140909, 27.10280288798801, 58.92856169721146, 9.822866514621394, 30.390332402008973, 0.0, 0.0, 1.0
47.45410587570385, 54.586471017620745, 96.73366548196196, 18.691588550772206, 27.67859575697135, 2.4154590183420286, 34.57248648891307, 0.0, 0.0, 1.0
34.94285475059134, 47.669176814096595, 93.71859299492671, 27.725855251680287, 41.25004768366385, 0.9661835473482402, 32.15613650606104, 0.0, 0.0, 1.0
27.2167333012371, 34.43610596828065, 88.94472223337105, 43.613709094258496, 52.14290385338499, 8.695652466031303, 27.973973556013316, 0.0, 13.725490511174119, 1.0
27.875578255499967, 31.428575525990855, 89.19597827395732, 37.38317802996567, 52.49998637609605, 8.695652466031303, 28.71747608513351, 0.0, 37.254902189944815, 1.0
37.35739853055073, 60.75189695154044, 94.22110507609926, 0.0, 39.464226352989904, 0.4830917736741201, 33.17843808099291, 0.0, 0.0, 1.0
27.260691185397608, 30.827072305726492, 90.95477055806121, 31.15264696567284, 53.21428766055771, 9.500804672297697, 30.390332402008973, 0.0, 0.0, 1.0
27.919536139660476, 31.278210476650752, 89.69849035512986, 33.0218077704347, 57.32134974741282, 9.983896955874672, 29.3680308270771, 0.0, 0.0, 1.0
26.558411655119, 39.8496349506599, 87.93969807102597, 26.79127670614187, 54.285671467730424, 8.05152974120105, 27.881043495123965, 0.0, 0.0, 1.0
28.489942017457558, 33.8345884070483, 88.94472223337105, 28.660437510903726, 56.96426722470177, 10.466988279634508, 28.81040614602286, 0.0, 0.0, 1.0
29.763150733678017, 37.293242679294366, 87.43718598985343, 34.890964861511534, 50.535691903586354, 9.500804672297697, 27.881043495123965, 0.0, 0.0, 1.0
26.602369539279508, 32.1804581365633, 87.43718598985343, 32.39875540674242, 57.67856850916344, 9.01771334853786, 27.881043495123965, 0.0, 0.0, 1.0
28.665773554099594, 27.518811764756496, 88.44221015219851, 35.51401722520381, 59.642862981673126, 9.17874378979114, 28.90334507005584, 0.0, 0.0, 1.0
29.368053084378204, 35.3383536281932, 87.6884420304397, 30.8411207838267, 54.46428084860573, 9.661836073368114, 28.438659313034577, 0.0, 0.0, 1.0
28.665773554099594, 28.87218325462532, 89.44723431454359, 31.46417314751898, 58.3928697936251, 9.822866514621394, 30.297393477975998, 0.0, 27.450981022348238, 1.0
27.74370460301844, 31.729334306607026, 87.93969807102597, 26.47975052429573, 61.78563059601855, 9.01771334853786, 28.996283994088817, 0.0, 0.0, 1.0
28.97295543507839, 31.879713696915115, 87.43718598985343, 29.283489874596004, 56.42857532111542, 9.822866514621394, 29.08922291812179, 2.8571428841744413, 43.13725547486203, 1.0
28.006928599836726, 27.6691768140966, 87.18592994926716, 33.95638631597311, 63.92853444940354, 9.661836073368114, 28.996283994088817, 0.0, 11.764705839385348, 1.0
29.324095200217695, 29.473686474889682, 88.94472223337105, 32.71028158858856, 56.0713565593648, 9.17874378979114, 30.855018159030234, 0.0, 0.0, 1.0
19.84175161702217, 38.49624911982309, 86.68341786809462, 28.660437510903726, 52.32137699522073, 9.01771334853786, 29.182152979011146, 0.0, 0.0, 1.0
34.85546229041509, 47.5188117647565, 88.69346619278478, 32.087229224896284, 35.714246788845834, 8.212560182454327, 31.13382606798554, 3.4920633674178543, 0.0, 1.0
29.938458962175286, 30.22556908546213, 87.43718598985343, 33.0218077704347, 56.24996594024011, 10.305957838381229, 30.204463417086643, 0.0, 0.0, 1.0
48.20034329014297, 52.33083752687139, 95.97989736020315, 5.607476843758039, 34.99994550438417, 1.7713365334660593, 38.47583266686186, 0.0, 0.0, 1.0
48.20034329014297, 52.33083752687139, 95.97989736020315, 5.607476843758039, 34.99994550438417, 1.7713365334660593, 38.47583266686186, 0.0, 0.0, 1.0
29.763150733678017, 30.977451696034578, 87.93969807102597, 25.856698160603454, 57.49995912828813, 10.305957838381229, 31.040896007096187, 0.0, 0.0, 1.0
28.094844368157744, 29.774445255505857, 85.92964974633581, 28.34891132905759, 60.535637407970526, 9.500804672297697, 29.83271658409836, 0.0, 0.0, 1.0
29.14826366357566, 37.293242679294366, 85.175881624577, 32.39875540674242, 52.678595756971355, 9.500804672297697, 29.3680308270771, 0.0, 0.0, 1.0
48.068469637661444, 45.11278454273106, 96.4824094413757, 13.395639745702818, 34.821472362548434, 2.737520140802871, 40.05575892284797, 0.0, 0.0, 1.0
29.455968852699222, 30.075189695154045, 86.18090578692208, 28.03738514721145, 56.0713565593648, 9.983896955874672, 30.947957083063212, 0.0, 58.823532849172196, 1.0
34.46036464111528, 41.503765221144896, 87.43718598985343, 33.0218077704347, 38.21423316494188, 8.856682907284583, 33.17843808099291, 0.0, 0.0, 1.0
